January - December 2014 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 128 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-061,"Geneva County",Alabama,65.1,19,-1,66.1
AL-063,"Greene County",Alabama,62.6,17,-1.3,63.8
AL-065,"Hale County",Alabama,62.5,15,-1.2,63.7
AL-067,"Henry County",Alabama,64.8,21,-0.9,65.7
AL-069,"Houston County",Alabama,65.5,20,-1,66.5
AL-071,"Jackson County",Alabama,58.4,21,-1,59.4
AL-073,"Jefferson County",Alabama,61.2,29,-0.6,61.8
AL-075,"Lamar County",Alabama,61,25,-1.1,62.1
AL-077,"Lauderdale County",Alabama,58.4,17,-1.1,59.5
AL-079,"Lawrence County",Alabama,58.3,8,-1.8,60.1
AL-081,"Lee County",Alabama,62,18,-1,63
AL-083,"Limestone County",Alabama,58.7,21,-1.2,59.8
AL-085,"Lowndes County",Alabama,63.7,23,-0.8,64.6
AL-087,"Macon County",Alabama,62.9,15,-1.1,64
AL-089,"Madison County",Alabama,58.9,24,-1,59.9
AL-091,"Marengo County",Alabama,63.2,21,-1.1,64.3
AL-093,"Marion County",Alabama,59.1,7,-1.7,60.8
AL-095,"Marshall County",Alabama,59.4,23,-0.9,60.3
AL-097,"Mobile County",Alabama,65.3,14,-1.2,66.4
AL-099,"Monroe County",Alabama,64.3,26,-0.9,65.1
AL-101,"Montgomery County",Alabama,63.5,23,-0.9,64.4
AL-103,"Morgan County",Alabama,58.8,13,-1.4,60.2
AL-105,"Perry County",Alabama,62.5,18,-1.1,63.6
AL-107,"Pickens County",Alabama,62,23,-1.1,63.1
AL-109,"Pike County",Alabama,63.3,14,-1.4,64.6
AL-111,"Randolph County",Alabama,60,34,-0.5,60.5
AL-113,"Russell County",Alabama,63.1,17,-1.1,64.2
AL-115,"St. Clair County",Alabama,60.6,32,-0.5,61.1
AL-117,"Shelby County",Alabama,61.2,20,-0.8,62
AL-119,"Sumter County",Alabama,62.7,14,-1.3,64
AL-121,"Talladega County",Alabama,60.9,25,-0.8,61.8
AL-123,"Tallapoosa County",Alabama,61.2,18,-0.9,62.1
AL-125,"Tuscaloosa County",Alabama,62,21,-1.1,63
AL-127,"Walker County",Alabama,60.7,22,-0.9,61.6
AL-129,"Washington County",Alabama,64.3,13,-1.1,65.4
AL-131,"Wilcox County",Alabama,63.9,21,-0.9,64.7
AL-133,"Winston County",Alabama,58.7,10,-1.6,60.2
AZ-001,"Apache County",Arizona,52.1,123,2.3,49.8
AZ-003,"Cochise County",Arizona,62.7,124,2.4,60.3
AZ-005,"Coconino County",Arizona,54.8,126,3,51.7
AZ-007,"Gila County",Arizona,61.7,124,3.1,58.5
AZ-009,"Graham County",Arizona,62.7,125,2.4,60.2
AZ-011,"Greenlee County",Arizona,58.2,121,2.4,55.8
AZ-012,"La Paz County",Arizona,73.8,127,3.5,70.3
AZ-013,"Maricopa County",Arizona,72.4,125,3.2,69.2
AZ-015,"Mohave County",Arizona,64.4,127,3,61.4
AZ-017,"Navajo County",Arizona,53.8,123,2.6,51.2
AZ-019,"Pima County",Arizona,69.5,126,3,66.5
AZ-021,"Pinal County",Arizona,70.6,125,2.9,67.7
AZ-023,"Santa Cruz County",Arizona,62.1,119,2.2,59.9
AZ-025,"Yavapai County",Arizona,61.1,123,2.8,58.2
AZ-027,"Yuma County",Arizona,74.7,127,3.8,70.9
AR-001,"Arkansas County",Arkansas,60.5,12,-1.7,62.1
AR-003,"Ashley County",Arkansas,61.5,8,-1.6,63.2
AR-005,"Baxter County",Arkansas,55.5,8,-1.6,57.1
AR-007,"Benton County",Arkansas,56.1,19,-1.2,57.3
AR-009,"Boone County",Arkansas,55.1,8,-1.7,56.8
AR-011,"Bradley County",Arkansas,60.9,6,-1.8,62.7
AR-013,"Calhoun County",Arkansas,60.5,2,-2.2,62.7
AR-015,"Carroll County",Arkansas,55.3,12,-1.6,56.9
AR-017,"Chicot County",Arkansas,61.8,8,-1.7,63.5
AR-019,"Clark County",Arkansas,59.8,2,-2.3,62.1
AR-021,"Clay County",Arkansas,56.9,4,-1.8,58.7
AR-023,"Cleburne County",Arkansas,57.2,8,-1.7,58.9
AR-025,"Cleveland County",Arkansas,60.3,5,-2,62.3
AR-027,"Columbia County",Arkansas,61.4,6,-2,63.4
AR-029,"Conway County",Arkansas,58.8,14,-1.4,60.2
AR-031,"Craighead County",Arkansas,58.1,14,-1.3,59.4
AR-033,"Crawford County",Arkansas,57.7,10,-1.6,59.3
AR-035,"Crittenden County",Arkansas,59.6,8,-1.6,61.3
AR-037,"Cross County",Arkansas,59.3,13,-1.5,60.8
AR-039,"Dallas County",Arkansas,59.8,2,-2.4,62.2
AR-041,"Desha County",Arkansas,60.7,5,-2,62.7
AR-043,"Drew County",Arkansas,60.9,6,-1.9,62.8
AR-045,"Faulkner County",Arkansas,58.8,7,-1.8,60.5
AR-047,"Franklin County",Arkansas,57.4,4,-1.8,59.2
AR-049,"Fulton County",Arkansas,55.1,12,-1.4,56.5
AR-051,"Garland County",Arkansas,58.8,3,-2,60.8
AR-053,"Grant County",Arkansas,59.9,2,-2.2,62.1
AR-055,"Greene County",Arkansas,57.3,9,-1.6,59
AR-057,"Hempstead County",Arkansas,60.6,6,-1.9,62.5
AR-059,"Hot Spring County",Arkansas,59.5,2,-2.3,61.7
AR-061,"Howard County",Arkansas,59.4,7,-1.9,61.3
AR-063,"Independence County",Arkansas,57.1,10,-1.6,58.7
AR-065,"Izard County",Arkansas,55.8,8,-1.7,57.5
AR-067,"Jackson County",Arkansas,58.2,15,-1.4,59.6
AR-069,"Jefferson County",Arkansas,60.2,3,-2,62.1
AR-071,"Johnson County",Arkansas,56.9,6,-1.7,58.6
AR-073,"Lafayette County",Arkansas,61.9,10,-1.6,63.5
AR-075,"Lawrence County",Arkansas,57.1,11,-1.6,58.7
AR-077,"Lee County",Arkansas,60,9,-1.5,61.6
AR-079,"Lincoln County",Arkansas,60.6,6,-1.8,62.4
AR-081,"Little River County",Arkansas,61.2,12,-1.4,62.6
AR-083,"Logan County",Arkansas,58.3,3,-1.9,60.2
AR-085,"Lonoke County",Arkansas,59.6,3,-2,61.6
AR-087,"Madison County",Arkansas,54.8,9,-1.7,56.5
AR-089,"Marion County",Arkansas,55.5,8,-1.6,57.1
AR-091,"Miller County",Arkansas,62.2,12,-1.4,63.6
AR-093,"Mississippi County",Arkansas,58.5,8,-1.7,60.1
AR-095,"Monroe County",Arkansas,60,10,-1.6,61.7
AR-097,"Montgomery County",Arkansas,58.3,5,-1.8,60.1
AR-099,"Nevada County",Arkansas,60.5,2,-2.2,62.7
AR-101,"Newton County",Arkansas,55,11,-1.5,56.4
AR-103,"Ouachita County",Arkansas,60.5,1,-2.5,63
AR-105,"Perry County",Arkansas,59.3,11,-1.5,60.8
AR-107,"Phillips County",Arkansas,60.4,13,-1.5,61.9
AR-109,"Pike County",Arkansas,59.2,6,-2,61.2
AR-111,"Poinsett County",Arkansas,58.7,15,-1.4,60.1
AR-113,"Polk County",Arkansas,57.5,6,-1.8,59.3
AR-115,"Pope County",Arkansas,57.8,14,-1.3,59.1
AR-117,"Prairie County",Arkansas,59.4,2,-2.2,61.6
AR-119,"Pulaski County",Arkansas,59.7,7,-1.8,61.4
AR-121,"Randolph County",Arkansas,56.2,7,-1.9,58
AR-123,"St. Francis County",Arkansas,59.6,7,-1.6,61.3
AR-125,"Saline County",Arkansas,59.3,2,-1.9,61.2
AR-127,"Scott County",Arkansas,58,6,-1.8,59.7
AR-129,"Searcy County",Arkansas,55.8,15,-1.2,57
AR-131,"Sebastian County",Arkansas,58.8,12,-1.5,60.3
AR-133,"Sevier County",Arkansas,60,9,-1.6,61.7
AR-135,"Sharp County",Arkansas,55.9,11,-1.5,57.4
AR-137,"Stone County",Arkansas,55.9,9,-1.7,57.7
AR-139,"Union County",Arkansas,61.2,5,-2.1,63.2
AR-141,"Van Buren County",Arkansas,56.7,8,-1.5,58.2
AR-143,"Washington County",Arkansas,55.7,9,-1.7,57.3
AR-145,"White County",Arkansas,58.4,4,-1.9,60.3
AR-147,"Woodruff County",Arkansas,59.1,8,-1.7,60.8
AR-149,"Yell County",Arkansas,59,8,-1.6,60.5
CA-001,"Alameda County",California,62,128,4.1,57.9
CA-003,"Alpine County",California,46.8,128,3.5,43.3
CA-005,"Amador County",California,61,128,3.7,57.2
CA-007,"Butte County",California,62.4,128,3.6,58.8
CA-009,"Calaveras County",California,61.1,128,3.5,57.6
CA-011,"Colusa County",California,64.4,128,4,60.4
CA-013,"Contra Costa County",California,62.7,127,3.9,58.8
CA-015,"Del Norte County",California,54.9,128,4.1,50.8
CA-017,"El Dorado County",California,56.7,128,3.3,53.4
CA-019,"Fresno County",California,59,128,4.6,54.4
CA-021,"Glenn County",California,63,128,3.7,59.3
CA-023,"Humboldt County",California,56.7,128,3.8,53
CA-025,"Imperial County",California,76.5,128,4.3,72.2
CA-027,"Inyo County",California,63.6,128,4,59.6
CA-029,"Kern County",California,65,128,4.5,60.5
CA-031,"Kings County",California,67.2,128,4.7,62.5
CA-033,"Lake County",California,60.1,128,3.8,56.3
CA-035,"Lassen County",California,50.1,128,4,46.1
CA-037,"Los Angeles County",California,64.8,128,4.9,59.9
CA-039,"Madera County",California,59.3,128,4.2,55.1
CA-041,"Marin County",California,58.8,128,3.9,54.8
CA-043,"Mariposa County",California,58.4,128,3.8,54.5
CA-045,"Mendocino County",California,58.1,128,3.2,54.8
CA-047,"Merced County",California,65.1,128,4.1,61
CA-049,"Modoc County",California,49.7,127,4.2,45.6
CA-051,"Mono County",California,47.2,128,4,43.3
CA-053,"Monterey County",California,61.7,128,4.5,57.2
CA-055,"Napa County",California,62,128,3.8,58.2
CA-057,"Nevada County",California,55,128,3.3,51.7
CA-059,"Orange County",California,67,128,4.6,62.4
CA-061,"Placer County",California,56.4,128,3.4,53
CA-063,"Plumas County",California,50.3,128,3.5,46.8
CA-065,"Riverside County",California,70.8,128,4,66.8
CA-067,"Sacramento County",California,64.9,128,3.8,61.1
CA-069,"San Benito County",California,62.2,128,4.7,57.4
CA-071,"San Bernardino County",California,69,128,4,65.1
CA-073,"San Diego County",California,65.9,128,4.6,61.2
CA-075,"San Francisco County",California,59.9,128,4.1,55.8
CA-077,"San Joaquin County",California,64.5,128,3.7,60.7
CA-079,"San Luis Obispo County",California,62.7,128,4.7,58
CA-081,"San Mateo County",California,59.6,128,4.2,55.4
CA-083,"Santa Barbara County",California,61.8,128,5.2,56.6
CA-085,"Santa Clara County",California,61,128,4.1,56.9
CA-087,"Santa Cruz County",California,60.2,128,4.5,55.7
CA-089,"Shasta County",California,57.9,127,3.6,54.3
CA-091,"Sierra County",California,50,128,3.6,46.4
CA-093,"Siskiyou County",California,51.8,127,4,47.8
CA-095,"Solano County",California,63.5,128,3.8,59.7
CA-097,"Sonoma County",California,59.7,128,3.6,56.1
CA-099,"Stanislaus County",California,64,128,3.6,60.4
CA-101,"Sutter County",California,65.6,128,3.8,61.8
CA-103,"Tehama County",California,61.5,128,3.6,57.9
CA-105,"Trinity County",California,55.4,127,3.8,51.6
CA-107,"Tulare County",California,57.6,128,4.4,53.2
CA-109,"Tuolumne County",California,53.1,128,3.5,49.6
CA-111,"Ventura County",California,61,128,5,56
CA-113,"Yolo County",California,64.7,128,3.8,60.9
CA-115,"Yuba County",California,63.4,128,3.6,59.8
CO-001,"Adams County",Colorado,49,74,0.5,48.5
CO-003,"Alamosa County",Colorado,43.8,113,2,41.8
CO-005,"Arapahoe County",Colorado,48.6,70,0.3,48.2
CO-007,"Archuleta County",Colorado,44.8,120,2.2,42.6
CO-009,"Baca County",Colorado,53.9,85,0.7,53.2
CO-011,"Bent County",Colorado,53.7,95,1,52.7
CO-013,"Boulder County",Colorado,44.9,100,1.1,43.8
CO-014,"Broomfield County",Colorado,50.4,87,0.7,49.6
CO-015,"Chaffee County",Colorado,38.7,108,1.3,37.4
CO-017,"Cheyenne County",Colorado,50.9,77,0.4,50.5
CO-019,"Clear Creek County",Colorado,37.7,106,1.2,36.4
CO-021,"Conejos County",Colorado,41.3,116,2,39.3
CO-023,"Costilla County",Colorado,42.9,115,2,40.9
CO-025,"Crowley County",Colorado,51.8,96,1,50.8
CO-027,"Custer County",Colorado,42,106,1.4,40.6
CO-029,"Delta County",Colorado,47.9,116,2.9,45
CO-031,"Denver County",Colorado,50.4,84,0.8,49.6
CO-033,"Dolores County",Colorado,44.5,120,2.7,41.8
CO-035,"Douglas County",Colorado,46.9,79,0.5,46.4
CO-037,"Eagle County",Colorado,39.9,105,1.4,38.5
CO-039,"Elbert County",Colorado,47.2,75,0.4,46.7
CO-041,"El Paso County",Colorado,47.8,91,0.8,47
CO-043,"Fremont County",Colorado,45.8,96,0.8,44.9
CO-045,"Garfield County",Colorado,44,111,1.9,42.1
CO-047,"Gilpin County",Colorado,39.6,98,1,38.6
CO-049,"Grand County",Colorado,37.8,109,1.5,36.3
CO-051,"Gunnison County",Colorado,39,111,1.9,37.1
CO-053,"Hinsdale County",Colorado,37,121,2.7,34.3
CO-055,"Huerfano County",Colorado,47.3,104,1.3,46
CO-057,"Jackson County",Colorado,37.4,109,1.8,35.6
CO-059,"Jefferson County",Colorado,46.2,87,0.6,45.6
CO-061,"Kiowa County",Colorado,52.2,82,0.6,51.6
CO-063,"Kit Carson County",Colorado,50.5,80,0.6,50
CO-065,"Lake County",Colorado,34.8,97,1,33.8
CO-067,"La Plata County",Colorado,46.4,122,2.9,43.5
CO-069,"Larimer County",Colorado,42.6,106,1.7,40.9
CO-071,"Las Animas County",Colorado,51.5,98,1.1,50.3
CO-073,"Lincoln County",Colorado,49.3,81,0.5,48.8
CO-075,"Logan County",Colorado,49.1,61,0.2,48.9
CO-077,"Mesa County",Colorado,48.1,113,2.5,45.6
CO-079,"Mineral County",Colorado,37.5,115,2.2,35.3
CO-081,"Moffat County",Colorado,45.4,120,3,42.4
CO-083,"Montezuma County",Colorado,50,120,2.7,47.3
CO-085,"Montrose County",Colorado,48.9,119,3.2,45.6
CO-087,"Morgan County",Colorado,48.7,76,0.8,47.9
CO-089,"Otero County",Colorado,53.4,96,1,52.4
CO-091,"Ouray County",Colorado,42.8,119,3.2,39.7
CO-093,"Park County",Colorado,38.5,94,0.8,37.7
CO-095,"Phillips County",Colorado,49.3,75,0.4,49
CO-097,"Pitkin County",Colorado,38.3,107,1.4,36.9
CO-099,"Prowers County",Colorado,53.6,84,0.6,53
CO-101,"Pueblo County",Colorado,52.4,98,1.1,51.3
CO-103,"Rio Blanco County",Colorado,45.2,113,2.5,42.7
CO-105,"Rio Grande County",Colorado,40.4,115,2,38.5
CO-107,"Routt County",Colorado,40.4,110,1.8,38.5
CO-109,"Saguache County",Colorado,39.6,100,1.1,38.5
CO-111,"San Juan County",Colorado,36.2,120,2.9,33.3
CO-113,"San Miguel County",Colorado,46,119,2.9,43.1
CO-115,"Sedgwick County",Colorado,48.9,58,-0.1,49
CO-117,"Summit County",Colorado,36.1,109,1.4,34.7
CO-119,"Teller County",Colorado,40.3,87,0.6,39.7
CO-121,"Washington County",Colorado,49.3,81,0.6,48.7
CO-123,"Weld County",Colorado,48.2,80,0.7,47.5
CO-125,"Yuma County",Colorado,50.6,86,0.8,49.8
CT-001,"Fairfield County",Connecticut,50.1,88,0.8,49.3
CT-003,"Hartford County",Connecticut,48.8,75,0.4,48.4
CT-005,"Litchfield County",Connecticut,46.6,82,0.6,46
CT-007,"Middlesex County",Connecticut,49.6,84,0.7,48.9
CT-009,"New Haven County",Connecticut,49.7,88,0.7,48.9
CT-011,"New London County",Connecticut,49.7,95,1,48.7
CT-013,"Tolland County",Connecticut,47.9,74,0.4,47.4
CT-015,"Windham County",Connecticut,48.1,79,0.5,47.6
DE-001,"Kent County",Delaware,54.4,73,0.4,54
DE-003,"New Castle County",Delaware,53.5,66,0.3,53.3
DE-005,"Sussex County",Delaware,55.5,87,0.8,54.7
FL-001,"Alachua County",Florida,68.1,25,-0.7,68.7
FL-003,"Baker County",Florida,67.7,74,0.3,67.4
FL-005,"Bay County",Florida,67.1,38,-0.3,67.4
FL-007,"Bradford County",Florida,67.9,37,-0.3,68.2
FL-009,"Brevard County",Florida,72.6,91,0.9,71.6
FL-011,"Broward County",Florida,75.8,110,1.8,74
FL-013,"Calhoun County",Florida,66.5,32,-0.4,66.8
FL-015,"Charlotte County",Florida,73.9,101,1.1,72.8
FL-017,"Citrus County",Florida,70.1,74,0.3,69.8
FL-019,"Clay County",Florida,68.6,73,0.2,68.4
FL-021,"Collier County",Florida,75.1,101,1.2,73.9
FL-023,"Columbia County",Florida,67.4,43,-0.1,67.6
FL-027,"DeSoto County",Florida,72.8,95,0.7,72.1
FL-029,"Dixie County",Florida,68.3,62,0.2,68.1
FL-031,"Duval County",Florida,68.6,87,0.6,68
FL-033,"Escambia County",Florida,65.8,10,-1.2,67
FL-035,"Flagler County",Florida,70,79,0.5,69.5
FL-037,"Franklin County",Florida,67.8,58,0.1,67.7
FL-039,"Gadsden County",Florida,66.5,40,-0.2,66.7
FL-041,"Gilchrist County",Florida,67.9,43,-0.2,68.1
FL-043,"Glades County",Florida,73.9,107,1.3,72.6
FL-045,"Gulf County",Florida,67.4,57,0.1,67.3
FL-047,"Hamilton County",Florida,67,47,-0.1,67.1
FL-049,"Hardee County",Florida,72.2,88,0.6,71.6
FL-051,"Hendry County",Florida,74.6,106,1.5,73.1
FL-053,"Hernando County",Florida,70.9,96,0.9,70
FL-055,"Highlands County",Florida,72.6,91,0.7,71.9
FL-057,"Hillsborough County",Florida,72.1,90,0.9,71.3
FL-059,"Holmes County",Florida,65.5,15,-1,66.4
FL-061,"Indian River County",Florida,72.6,97,0.9,71.7
FL-063,"Jackson County",Florida,66,19,-1,67
FL-065,"Jefferson County",Florida,67,50,-0,67
FL-067,"Lafayette County",Florida,67.5,49,-0.1,67.6
FL-069,"Lake County",Florida,71.1,85,0.7,70.4
FL-071,"Lee County",Florida,74.8,108,1.3,73.4
FL-073,"Leon County",Florida,67.2,60,0.1,67
FL-075,"Levy County",Florida,68.8,55,0.1,68.7
FL-077,"Liberty County",Florida,66.9,50,-0,66.9
FL-079,"Madison County",Florida,66.9,49,-0,66.9
FL-081,"Manatee County",Florida,72.5,92,0.8,71.7
FL-083,"Marion County",Florida,69.7,73,0.2,69.5
FL-085,"Martin County",Florida,73.9,100,1,72.9
FL-086,"Miami-Dade County",Florida,76.5,115,2.1,74.3
FL-087,"Monroe County",Florida,76.7,111,1.8,74.9
FL-089,"Nassau County",Florida,68.1,91,0.7,67.3
FL-091,"Okaloosa County",Florida,65.7,17,-0.9,66.6
FL-093,"Okeechobee County",Florida,72.8,96,0.8,72
FL-095,"Orange County",Florida,72.3,94,1,71.3
FL-097,"Osceola County",Florida,72.8,101,1.1,71.7
FL-099,"Palm Beach County",Florida,74.8,106,1.4,73.4
FL-101,"Pasco County",Florida,71.3,94,0.9,70.4
FL-103,"Pinellas County",Florida,72.5,82,0.6,71.9
FL-105,"Polk County",Florida,72.5,97,1,71.5
FL-107,"Putnam County",Florida,69.3,60,0.1,69.2
FL-109,"St. Johns County",Florida,69.1,76,0.4,68.8
FL-111,"St. Lucie County",Florida,73.2,95,0.8,72.4
FL-113,"Santa Rosa County",Florida,65.6,8,-1.4,66.9
FL-115,"Sarasota County",Florida,73.3,98,1,72.3
FL-117,"Seminole County",Florida,72,87,0.8,71.2
FL-119,"Sumter County",Florida,70.7,82,0.6,70.1
FL-121,"Suwannee County",Florida,67.5,51,-0,67.5
FL-123,"Taylor County",Florida,67.5,48,-0.1,67.6
FL-125,"Union County",Florida,67.6,37,-0.3,67.9
FL-127,"Volusia County",Florida,71,84,0.7,70.3
FL-129,"Wakulla County",Florida,67.6,56,0.1,67.5
FL-131,"Walton County",Florida,65.9,30,-0.6,66.5
FL-133,"Washington County",Florida,65.9,15,-1,66.9
GA-001,"Appling County",Georgia,65.6,38,-0.3,65.9
GA-003,"Atkinson County",Georgia,65.6,35,-0.3,66
GA-005,"Bacon County",Georgia,65.5,31,-0.5,66
GA-007,"Baker County",Georgia,64.8,12,-1.4,66.1
GA-009,"Baldwin County",Georgia,63.2,46,-0.1,63.3
GA-011,"Banks County",Georgia,59.7,27,-0.6,60.3
GA-013,"Barrow County",Georgia,60.1,32,-0.4,60.5
GA-015,"Bartow County",Georgia,59.5,29,-0.7,60.2
GA-017,"Ben Hill County",Georgia,65,48,-0.1,65.1
GA-019,"Berrien County",Georgia,65.1,25,-0.7,65.8
GA-021,"Bibb County",Georgia,62.4,16,-1,63.4
GA-023,"Bleckley County",Georgia,64,33,-0.4,64.4
GA-025,"Brantley County",Georgia,66.3,62,0.1,66.1
GA-027,"Brooks County",Georgia,65.7,33,-0.5,66.2
GA-029,"Bryan County",Georgia,66.6,90,0.6,66
GA-031,"Bulloch County",Georgia,65,49,-0,65
GA-033,"Burke County",Georgia,63.4,42,-0,63.5
GA-035,"Butts County",Georgia,61.3,32,-0.5,61.8
GA-037,"Calhoun County",Georgia,64.8,21,-0.8,65.6
GA-039,"Camden County",Georgia,67.3,71,0.3,67
GA-043,"Candler County",Georgia,64.7,34,-0.3,65
GA-045,"Carroll County",Georgia,59.6,42,-0.2,59.8
GA-047,"Catoosa County",Georgia,58.6,30,-0.7,59.3
GA-049,"Charlton County",Georgia,67.5,89,0.7,66.8
GA-051,"Chatham County",Georgia,66.9,94,0.8,66.1
GA-053,"Chattahoochee County",Georgia,62.9,13,-1.2,64.1
GA-055,"Chattooga County",Georgia,59.2,26,-0.8,59.9
GA-057,"Cherokee County",Georgia,58.6,23,-0.9,59.5
GA-059,"Clarke County",Georgia,60.7,35,-0.3,61
GA-061,"Clay County",Georgia,64.7,29,-0.6,65.4
GA-063,"Clayton County",Georgia,60.8,38,-0.3,61.1
GA-065,"Clinch County",Georgia,66.6,57,0.1,66.5
GA-067,"Cobb County",Georgia,60,42,-0.2,60.1
GA-069,"Coffee County",Georgia,65.3,40,-0.3,65.6
GA-071,"Colquitt County",Georgia,64.6,13,-1.1,65.7
GA-073,"Columbia County",Georgia,63,70,0.2,62.8
GA-075,"Cook County",Georgia,65,20,-0.8,65.8
GA-077,"Coweta County",Georgia,60.9,44,-0.1,61
GA-079,"Crawford County",Georgia,62.1,12,-1,63.2
GA-081,"Crisp County",Georgia,64.5,51,-0,64.5
GA-083,"Dade County",Georgia,57.7,25,-0.8,58.5
GA-085,"Dawson County",Georgia,57,13,-1.2,58.2
GA-087,"Decatur County",Georgia,65.6,18,-1,66.6
GA-089,"DeKalb County",Georgia,60.3,41,-0.3,60.6
GA-091,"Dodge County",Georgia,64.8,51,-0,64.8
GA-093,"Dooly County",Georgia,64.1,43,-0.2,64.3
GA-095,"Dougherty County",Georgia,64.8,16,-1,65.8
GA-097,"Douglas County",Georgia,60.1,51,0,60.1
GA-099,"Early County",Georgia,65.2,20,-0.8,66
GA-101,"Echols County",Georgia,66.6,47,-0.1,66.7
GA-103,"Effingham County",Georgia,65.5,72,0.4,65.1
GA-105,"Elbert County",Georgia,60.7,40,-0.2,60.9
GA-107,"Emanuel County",Georgia,64.3,39,-0.2,64.5
GA-109,"Evans County",Georgia,65.8,61,0.1,65.7
GA-111,"Fannin County",Georgia,54.9,18,-1.1,56
GA-113,"Fayette County",Georgia,61,40,-0.3,61.2
GA-115,"Floyd County",Georgia,59.8,31,-0.6,60.4
GA-117,"Forsyth County",Georgia,58.3,18,-0.9,59.3
GA-119,"Franklin County",Georgia,60,30,-0.5,60.5
GA-121,"Fulton County",Georgia,60.2,42,-0.1,60.3
GA-123,"Gilmer County",Georgia,55.6,11,-1.3,57
GA-125,"Glascock County",Georgia,62.8,48,-0,62.8
GA-127,"Glynn County",Georgia,66.7,40,-0.3,67
GA-129,"Gordon County",Georgia,59,18,-1,60
GA-131,"Grady County",Georgia,65.4,18,-1,66.4
GA-133,"Greene County",Georgia,62.1,73,0.3,61.9
GA-135,"Gwinnett County",Georgia,59.6,31,-0.5,60.1
GA-137,"Habersham County",Georgia,57.7,26,-0.7,58.4
GA-139,"Hall County",Georgia,58.8,24,-0.8,59.5
GA-141,"Hancock County",Georgia,62.8,59,0.1,62.7
GA-143,"Haralson County",Georgia,58.8,35,-0.4,59.3
GA-145,"Harris County",Georgia,61.6,22,-0.9,62.5
GA-147,"Hart County",Georgia,60.1,34,-0.2,60.4
GA-149,"Heard County",Georgia,60.6,40,-0.2,60.8
GA-151,"Henry County",Georgia,60.9,31,-0.6,61.5
GA-153,"Houston County",Georgia,63.4,28,-0.7,64.1
GA-155,"Irwin County",Georgia,64.7,35,-0.5,65.2
GA-157,"Jackson County",Georgia,60.1,30,-0.5,60.6
GA-159,"Jasper County",Georgia,61.6,42,-0.2,61.8
GA-161,"Jeff Davis County",Georgia,65.1,38,-0.3,65.5
GA-163,"Jefferson County",Georgia,63.3,48,-0,63.3
GA-165,"Jenkins County",Georgia,63.9,44,0,63.9
GA-167,"Johnson County",Georgia,63.9,37,-0.3,64.1
GA-169,"Jones County",Georgia,62.3,31,-0.5,62.8
GA-171,"Lamar County",Georgia,61.4,29,-0.7,62
GA-173,"Lanier County",Georgia,65.7,36,-0.4,66.1
GA-175,"Laurens County",Georgia,64.5,48,-0.1,64.6
GA-177,"Lee County",Georgia,64.5,27,-0.7,65.2
GA-179,"Liberty County",Georgia,66.8,85,0.5,66.3
GA-181,"Lincoln County",Georgia,62.4,73,0.3,62.1
GA-183,"Long County",Georgia,66.6,73,0.3,66.3
GA-185,"Lowndes County",Georgia,65.9,35,-0.3,66.2
GA-187,"Lumpkin County",Georgia,56.4,19,-1,57.4
