January - December 2015 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 128 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-087,"Macon County",Alabama,63.99,117,12.27,51.72
AL-089,"Madison County",Alabama,67.36,118,12.99,54.37
AL-091,"Marengo County",Alabama,54.01,68,-0.17,54.18
AL-093,"Marion County",Alabama,65.41,106,9.82,55.59
AL-095,"Marshall County",Alabama,61.37,98,6.99,54.38
AL-097,"Mobile County",Alabama,71.9,105,9.42,62.48
AL-099,"Monroe County",Alabama,61.68,91,4.44,57.24
AL-101,"Montgomery County",Alabama,62.12,113,10.01,52.11
AL-103,"Morgan County",Alabama,63.65,108,9.69,53.96
AL-105,"Perry County",Alabama,51.55,60,-2.01,53.56
AL-107,"Pickens County",Alabama,55.04,76,1.66,53.38
AL-109,"Pike County",Alabama,66.36,117,11.99,54.37
AL-111,"Randolph County",Alabama,63.82,108,9.18,54.64
AL-113,"Russell County",Alabama,63.9,121,14.06,49.84
AL-115,"St. Clair County",Alabama,58.58,81,3.52,55.06
AL-117,"Shelby County",Alabama,61.14,100,6.31,54.83
AL-119,"Sumter County",Alabama,53.67,65,-0.43,54.1
AL-121,"Talladega County",Alabama,62.02,106,8.37,53.65
AL-123,"Tallapoosa County",Alabama,59.69,94,5.47,54.22
AL-125,"Tuscaloosa County",Alabama,56.09,70,0.7,55.39
AL-127,"Walker County",Alabama,59.5,78,3,56.5
AL-129,"Washington County",Alabama,63.78,86,4.1,59.68
AL-131,"Wilcox County",Alabama,57.33,86,3.08,54.25
AL-133,"Winston County",Alabama,64.02,95,7.6,56.42
AZ-001,"Apache County",Arizona,16.85,115,3.4,13.45
AZ-003,"Cochise County",Arizona,16.48,97,1.85,14.63
AZ-005,"Coconino County",Arizona,17.06,115,3.47,13.59
AZ-007,"Gila County",Arizona,21.14,82,0.42,20.72
AZ-009,"Graham County",Arizona,19.36,114,4.12,15.24
AZ-011,"Greenlee County",Arizona,20.74,111,3.97,16.77
AZ-012,"La Paz County",Arizona,6.28,75,0.32,5.96
AZ-013,"Maricopa County",Arizona,7.89,50,-1.37,9.26
AZ-015,"Mohave County",Arizona,11.54,88,0.97,10.57
AZ-017,"Navajo County",Arizona,16.51,121,4.17,12.34
AZ-019,"Pima County",Arizona,13.32,88,0.82,12.5
AZ-021,"Pinal County",Arizona,14.03,99,1.51,12.52
AZ-023,"Santa Cruz County",Arizona,21.75,111,3.32,18.43
AZ-025,"Yavapai County",Arizona,16.04,71,-0.23,16.27
AZ-027,"Yuma County",Arizona,3.9,46,-0.98,4.88
AR-001,"Arkansas County",Arkansas,54.31,85,3.28,51.03
AR-003,"Ashley County",Arkansas,58.48,88,5.35,53.13
AR-005,"Baxter County",Arkansas,65.29,126,21.91,43.38
AR-007,"Benton County",Arkansas,65.9,125,20.6,45.3
AR-009,"Boone County",Arkansas,64.9,125,21.25,43.65
AR-011,"Bradley County",Arkansas,61.4,102,9.33,52.07
AR-013,"Calhoun County",Arkansas,66.79,116,15.07,51.72
AR-015,"Carroll County",Arkansas,65.71,127,21.04,44.67
AR-017,"Chicot County",Arkansas,64.6,105,11.58,53.02
AR-019,"Clark County",Arkansas,72.59,123,20.95,51.64
AR-021,"Clay County",Arkansas,64.13,119,16.38,47.75
AR-023,"Cleburne County",Arkansas,74.99,126,25.01,49.98
AR-025,"Cleveland County",Arkansas,62.24,110,10.63,51.61
AR-027,"Columbia County",Arkansas,66.32,115,15.06,51.26
AR-029,"Conway County",Arkansas,70.14,124,21.14,49
AR-031,"Craighead County",Arkansas,66.7,123,18.24,48.46
AR-033,"Crawford County",Arkansas,75.76,128,28.06,47.7
AR-035,"Crittenden County",Arkansas,59.14,107,9.21,49.93
AR-037,"Cross County",Arkansas,64.94,118,14.61,50.33
AR-039,"Dallas County",Arkansas,70.88,121,19.51,51.37
AR-041,"Desha County",Arkansas,64.06,112,12.54,51.52
AR-043,"Drew County",Arkansas,63.49,106,10.82,52.67
AR-045,"Faulkner County",Arkansas,69.71,124,19.43,50.28
AR-047,"Franklin County",Arkansas,72.89,126,24.81,48.08
AR-049,"Fulton County",Arkansas,67.16,126,21.94,45.22
AR-051,"Garland County",Arkansas,72.89,123,20.28,52.61
AR-053,"Grant County",Arkansas,69.07,120,17.56,51.51
AR-055,"Greene County",Arkansas,64.46,121,16.75,47.71
AR-057,"Hempstead County",Arkansas,75.33,126,24.64,50.69
AR-059,"Hot Spring County",Arkansas,70.68,121,18.31,52.37
AR-061,"Howard County",Arkansas,75.75,124,23.7,52.05
AR-063,"Independence County",Arkansas,71.34,126,23.01,48.33
AR-065,"Izard County",Arkansas,68.01,125,22.29,45.72
AR-067,"Jackson County",Arkansas,69.41,126,20.73,48.68
AR-069,"Jefferson County",Arkansas,58.16,103,6.96,51.2
AR-071,"Johnson County",Arkansas,74.82,127,25.41,49.41
AR-073,"Lafayette County",Arkansas,68.17,123,18.16,50.01
AR-075,"Lawrence County",Arkansas,64.13,122,16.72,47.41
AR-077,"Lee County",Arkansas,53.72,71,2.68,51.04
AR-079,"Lincoln County",Arkansas,59.84,98,7.57,52.27
AR-081,"Little River County",Arkansas,75.15,127,26.36,48.79
AR-083,"Logan County",Arkansas,71.24,128,24.45,46.79
AR-085,"Lonoke County",Arkansas,61.24,112,11.17,50.07
AR-087,"Madison County",Arkansas,65.58,122,17.93,47.65
AR-089,"Marion County",Arkansas,64.74,126,21.79,42.95
AR-091,"Miller County",Arkansas,68.17,123,19.11,49.06
AR-093,"Mississippi County",Arkansas,56.71,109,8.21,48.5
AR-095,"Monroe County",Arkansas,55.34,89,4.8,50.54
AR-097,"Montgomery County",Arkansas,79.43,126,26.96,52.47
AR-099,"Nevada County",Arkansas,75.43,126,24.25,51.18
AR-101,"Newton County",Arkansas,65.81,121,17.62,48.19
AR-103,"Ouachita County",Arkansas,70.82,123,19.37,51.45
AR-105,"Perry County",Arkansas,71.8,126,22.83,48.97
AR-107,"Phillips County",Arkansas,52.9,74,1.25,51.65
AR-109,"Pike County",Arkansas,79.11,125,26.13,52.98
AR-111,"Poinsett County",Arkansas,67.39,123,18.32,49.07
AR-113,"Polk County",Arkansas,83.2,128,30.36,52.84
AR-115,"Pope County",Arkansas,71.43,125,22.09,49.34
AR-117,"Prairie County",Arkansas,56.37,101,6.29,50.08
AR-119,"Pulaski County",Arkansas,66.99,122,16.29,50.7
AR-121,"Randolph County",Arkansas,65.02,122,17.83,47.19
AR-123,"St. Francis County",Arkansas,57.15,99,6.29,50.86
AR-125,"Saline County",Arkansas,72.13,124,19.98,52.15
AR-127,"Scott County",Arkansas,78,128,29.65,48.35
AR-129,"Searcy County",Arkansas,64.92,123,18.51,46.41
AR-131,"Sebastian County",Arkansas,80.5,128,35.12,45.38
AR-133,"Sevier County",Arkansas,77.09,128,26.41,50.69
AR-135,"Sharp County",Arkansas,66.98,125,20.04,46.94
AR-137,"Stone County",Arkansas,70.94,125,23.37,47.57
AR-139,"Union County",Arkansas,62.25,108,9.95,52.3
AR-141,"Van Buren County",Arkansas,73.14,125,22.65,50.49
AR-143,"Washington County",Arkansas,69.98,124,22.89,47.09
AR-145,"White County",Arkansas,66.16,121,15.97,50.19
AR-147,"Woodruff County",Arkansas,60.61,114,10.73,49.88
AR-149,"Yell County",Arkansas,71.6,128,23.38,48.22
CA-001,"Alameda County",California,10.39,9,-8.36,18.75
CA-003,"Alpine County",California,30.36,41,-5.78,36.14
CA-005,"Amador County",California,26.66,32,-8.57,35.23
CA-007,"Butte County",California,20.74,4,-23.67,44.41
CA-009,"Calaveras County",California,25.26,28,-9.01,34.27
CA-011,"Colusa County",California,11.92,11,-10.08,22
CA-013,"Contra Costa County",California,9.28,6,-9.21,18.49
CA-015,"Del Norte County",California,69.35,43,-10.64,79.99
CA-017,"El Dorado County",California,32.49,26,-12.15,44.64
CA-019,"Fresno County",California,12.23,14,-7.37,19.6
CA-021,"Glenn County",California,12.36,6,-13.52,25.88
CA-023,"Humboldt County",California,50.55,29,-12.84,63.39
CA-025,"Imperial County",California,2.21,35,-1.17,3.38
CA-027,"Inyo County",California,5.17,54,-1.07,6.24
CA-029,"Kern County",California,5.56,19,-3.49,9.05
CA-031,"Kings County",California,4.58,19,-3.03,7.61
CA-033,"Lake County",California,25.36,14,-18.1,43.46
CA-035,"Lassen County",California,17.23,44,-3.17,20.4
CA-037,"Los Angeles County",California,7.11,11,-8.45,15.56
CA-039,"Madera County",California,14.42,15,-8.7,23.12
CA-041,"Marin County",California,15.93,5,-19.55,35.48
CA-043,"Mariposa County",California,20,13,-12.81,32.81
CA-045,"Mendocino County",California,35.42,21,-16.19,51.61
CA-047,"Merced County",California,6.98,14,-4.29,11.27
CA-049,"Modoc County",California,16.85,56,-1.22,18.07
CA-051,"Mono County",California,14.08,54,-1.55,15.63
CA-053,"Monterey County",California,11.24,13,-8.86,20.1
CA-055,"Napa County",California,13.88,5,-17.22,31.1
CA-057,"Nevada County",California,32.08,13,-18.29,50.37
CA-059,"Orange County",California,5.91,10,-7.64,13.55
CA-061,"Placer County",California,31,17,-14.77,45.77
CA-063,"Plumas County",California,26.23,15,-14.98,41.21
CA-065,"Riverside County",California,5.43,32,-3.06,8.49
CA-067,"Sacramento County",California,9.56,6,-9.13,18.69
CA-069,"San Benito County",California,10.12,15,-6.62,16.74
CA-071,"San Bernardino County",California,5.54,46,-1.32,6.86
CA-073,"San Diego County",California,9.08,23,-5.21,14.29
CA-075,"San Francisco County",California,11.15,4,-13.15,24.3
CA-077,"San Joaquin County",California,7.69,7,-6.36,14.05
CA-079,"San Luis Obispo County",California,6.65,6,-10.51,17.16
CA-081,"San Mateo County",California,14.07,7,-14.59,28.66
CA-083,"Santa Barbara County",California,5.05,3,-13.79,18.84
CA-085,"Santa Clara County",California,13.73,13,-9.38,23.11
CA-087,"Santa Cruz County",California,17.02,8,-16.03,33.05
CA-089,"Shasta County",California,27.65,16,-14.29,41.94
CA-091,"Sierra County",California,31.09,16,-14.66,45.75
CA-093,"Siskiyou County",California,32.34,36,-6.47,38.81
CA-095,"Solano County",California,8.74,5,-11.05,19.79
CA-097,"Sonoma County",California,21.43,7,-20.59,42.02
CA-099,"Stanislaus County",California,8.63,16,-5.02,13.65
CA-101,"Sutter County",California,8.87,6,-10.11,18.98
CA-103,"Tehama County",California,19.56,7,-16.95,36.51
CA-105,"Trinity County",California,43.21,28,-14.28,57.49
CA-107,"Tulare County",California,15.27,24,-6.57,21.84
CA-109,"Tuolumne County",California,30.01,28,-10.83,40.84
CA-111,"Ventura County",California,6.82,3,-13.59,20.41
CA-113,"Yolo County",California,9.19,5,-10.82,20.01
CA-115,"Yuba County",California,19.52,4,-18.21,37.73
CO-001,"Adams County",Colorado,22.95,128,7.78,15.17
CO-003,"Alamosa County",Colorado,12.96,110,2.58,10.38
CO-005,"Arapahoe County",Colorado,23.87,128,7.96,15.91
CO-007,"Archuleta County",Colorado,26.9,104,3.5,23.4
CO-009,"Baca County",Colorado,21.01,115,5.04,15.97
CO-011,"Bent County",Colorado,18.72,117,4.87,13.85
CO-013,"Boulder County",Colorado,24.73,112,4.65,20.08
CO-014,"Broomfield County",Colorado,22.23,127,7.5,14.73
CO-015,"Chaffee County",Colorado,20.47,108,2.84,17.63
CO-017,"Cheyenne County",Colorado,20.03,118,4.68,15.35
CO-019,"Clear Creek County",Colorado,31.12,112,5.08,26.04
CO-021,"Conejos County",Colorado,20.13,104,2.89,17.24
CO-023,"Costilla County",Colorado,18.5,81,0.91,17.59
CO-025,"Crowley County",Colorado,13.33,98,1.35,11.98
CO-027,"Custer County",Colorado,24.97,109,4.5,20.47
CO-029,"Delta County",Colorado,21.82,113,4.14,17.68
CO-031,"Denver County",Colorado,22.2,127,7.18,15.02
CO-033,"Dolores County",Colorado,27.22,111,3.87,23.35
CO-035,"Douglas County",Colorado,27.45,128,9.21,18.24
CO-037,"Eagle County",Colorado,22.51,48,-1.54,24.05
CO-039,"Elbert County",Colorado,25.55,127,8.98,16.57
CO-041,"El Paso County",Colorado,24.05,126,8.03,16.02
CO-043,"Fremont County",Colorado,19.08,125,4.8,14.28
CO-045,"Garfield County",Colorado,24.84,100,2.31,22.53
CO-047,"Gilpin County",Colorado,27.38,113,4.5,22.88
CO-049,"Grand County",Colorado,21.58,58,-0.81,22.39
CO-051,"Gunnison County",Colorado,23.33,69,0.07,23.26
CO-053,"Hinsdale County",Colorado,31.61,82,0.66,30.95
CO-055,"Huerfano County",Colorado,21.99,118,4.11,17.88
CO-057,"Jackson County",Colorado,23.22,68,0.07,23.15
CO-059,"Jefferson County",Colorado,25.62,127,7.43,18.19
CO-061,"Kiowa County",Colorado,19.09,118,4.88,14.21
CO-063,"Kit Carson County",Colorado,23.46,122,6.64,16.82
CO-065,"Lake County",Colorado,25.04,77,0.8,24.24
CO-067,"La Plata County",Colorado,26.51,107,3.08,23.43
CO-069,"Larimer County",Colorado,24.18,110,4.21,19.97
CO-071,"Las Animas County",Colorado,20.22,116,3.96,16.26
CO-073,"Lincoln County",Colorado,19.98,124,5.72,14.26
CO-075,"Logan County",Colorado,20.35,117,3.72,16.63
CO-077,"Mesa County",Colorado,22.01,119,5.1,16.91
CO-079,"Mineral County",Colorado,31.02,82,0.42,30.6
CO-081,"Moffat County",Colorado,16.46,92,1.59,14.87
CO-083,"Montezuma County",Colorado,21.44,115,4.26,17.18
CO-085,"Montrose County",Colorado,18.63,113,3.11,15.52
CO-087,"Morgan County",Colorado,22.45,127,7.93,14.52
CO-089,"Otero County",Colorado,15.76,107,2.38,13.38
CO-091,"Ouray County",Colorado,24.2,94,1.83,22.37
CO-093,"Park County",Colorado,22.51,123,5.13,17.38
CO-095,"Phillips County",Colorado,19.65,89,1.72,17.93
CO-097,"Pitkin County",Colorado,28.69,64,-0.48,29.17
CO-099,"Prowers County",Colorado,23.14,127,7.99,15.15
CO-101,"Pueblo County",Colorado,17.85,117,4.29,13.56
CO-103,"Rio Blanco County",Colorado,20.59,96,1.72,18.87
CO-105,"Rio Grande County",Colorado,16.52,98,1.91,14.61
CO-107,"Routt County",Colorado,23.88,49,-1.21,25.09
CO-109,"Saguache County",Colorado,18.37,97,1.73,16.64
CO-111,"San Juan County",Colorado,43.54,89,1.75,41.79
CO-113,"San Miguel County",Colorado,21.5,106,2.39,19.11
CO-115,"Sedgwick County",Colorado,20.76,104,2.66,18.1
CO-117,"Summit County",Colorado,25.61,61,-0.94,26.55
CO-119,"Teller County",Colorado,28.02,127,8.86,19.16
CO-121,"Washington County",Colorado,19.47,110,2.97,16.5
CO-123,"Weld County",Colorado,20.09,127,6.24,13.85
CO-125,"Yuma County",Colorado,20.45,107,2.9,17.55
CT-001,"Fairfield County",Connecticut,39.2,12,-8.6,47.8
CT-003,"Hartford County",Connecticut,38,11,-8.51,46.51
CT-005,"Litchfield County",Connecticut,40.07,18,-8.14,48.21
CT-007,"Middlesex County",Connecticut,32.53,2,-14.25,46.78
CT-009,"New Haven County",Connecticut,34.41,2,-13.11,47.52
CT-011,"New London County",Connecticut,33.55,3,-12.13,45.68
CT-013,"Tolland County",Connecticut,38.21,17,-7.43,45.64
CT-015,"Windham County",Connecticut,37.91,14,-7.83,45.74
DE-001,"Kent County",Delaware,43.95,77,0.9,43.05
DE-003,"New Castle County",Delaware,46.97,97,3.76,43.21
DE-005,"Sussex County",Delaware,47.41,95,3.81,43.6
FL-001,"Alachua County",Florida,52.27,61,-0.28,52.55
FL-003,"Baker County",Florida,43.93,25,-7.56,51.49
FL-005,"Bay County",Florida,57.66,60,-0.79,58.45
FL-007,"Bradford County",Florida,48.82,42,-3.4,52.22
FL-009,"Brevard County",Florida,48.55,56,-1.86,50.41
FL-011,"Broward County",Florida,52.54,40,-4.5,57.04
FL-013,"Calhoun County",Florida,56.03,57,-2.05,58.08
FL-015,"Charlotte County",Florida,54.69,89,3.87,50.82
FL-017,"Citrus County",Florida,48.54,36,-4.71,53.25
FL-019,"Clay County",Florida,46.29,30,-5.51,51.8
FL-021,"Collier County",Florida,53.74,76,1.66,52.08
FL-023,"Columbia County",Florida,48.89,44,-2.62,51.51
FL-027,"DeSoto County",Florida,57.72,101,6.41,51.31
FL-029,"Dixie County",Florida,60.18,93,6.49,53.69
FL-031,"Duval County",Florida,45.41,38,-4.77,50.18
FL-033,"Escambia County",Florida,66.45,81,4.22,62.23
FL-035,"Flagler County",Florida,45.03,26,-6.78,51.81
FL-037,"Franklin County",Florida,53.11,43,-5.12,58.23
FL-039,"Gadsden County",Florida,48.4,30,-8.18,56.58
FL-041,"Gilchrist County",Florida,56.16,83,3.4,52.76
FL-043,"Glades County",Florida,51.47,69,1.23,50.24
FL-045,"Gulf County",Florida,55.72,55,-2.74,58.46
FL-047,"Hamilton County",Florida,51.6,65,-0.24,51.84
FL-049,"Hardee County",Florida,58.37,99,5.94,52.43
FL-051,"Hendry County",Florida,54.15,81,2.34,51.81
FL-053,"Hernando County",Florida,51.81,63,-1.64,53.45
FL-055,"Highlands County",Florida,57.12,106,6.71,50.41
FL-057,"Hillsborough County",Florida,57.41,97,5.17,52.24
FL-059,"Holmes County",Florida,68.44,105,10.78,57.66
FL-061,"Indian River County",Florida,49.83,49,-2.59,52.42
FL-063,"Jackson County",Florida,58.24,84,3.56,54.68
FL-065,"Jefferson County",Florida,47.77,30,-7.31,55.08
FL-067,"Lafayette County",Florida,51.39,43,-3,54.39
FL-069,"Lake County",Florida,47.46,45,-3.36,50.82
FL-071,"Lee County",Florida,56.73,99,6.72,50.01
FL-073,"Leon County",Florida,49.97,32,-7.29,57.26
FL-075,"Levy County",Florida,54.54,74,1.63,52.91
FL-077,"Liberty County",Florida,53.78,41,-5.03,58.81
FL-079,"Madison County",Florida,50.72,51,-2.84,53.56
FL-081,"Manatee County",Florida,55.93,85,3.44,52.49
FL-083,"Marion County",Florida,50.37,51,-2.27,52.64
FL-085,"Martin County",Florida,43.29,15,-10.75,54.04
FL-086,"Miami-Dade County",Florida,56.8,80,1.65,55.15
FL-087,"Monroe County",Florida,51.33,77,0.49,50.84
FL-089,"Nassau County",Florida,48.63,50,-1.91,50.54
FL-091,"Okaloosa County",Florida,56.55,50,-4.12,60.67
FL-093,"Okeechobee County",Florida,50.69,61,-0.03,50.72
FL-095,"Orange County",Florida,49.31,57,-0.99,50.3
FL-097,"Osceola County",Florida,54.12,86,3.83,50.29
FL-099,"Palm Beach County",Florida,48.71,23,-8.14,56.85
FL-101,"Pasco County",Florida,55.39,88,2.44,52.95
FL-103,"Pinellas County",Florida,56.42,92,4.93,51.49
FL-105,"Polk County",Florida,57.71,100,6.04,51.67
FL-107,"Putnam County",Florida,47.6,32,-5.49,53.09
FL-109,"St. Johns County",Florida,47.52,40,-3.42,50.94
FL-111,"St. Lucie County",Florida,47.47,32,-5.26,52.73
FL-113,"Santa Rosa County",Florida,59.88,62,-2.14,62.02
FL-115,"Sarasota County",Florida,54.65,84,2.61,52.04
FL-117,"Seminole County",Florida,46.66,40,-3.77,50.43
FL-119,"Sumter County",Florida,47.65,35,-4.62,52.27
FL-121,"Suwannee County",Florida,49.16,38,-4,53.16
FL-123,"Taylor County",Florida,48.61,30,-6.91,55.52
FL-125,"Union County",Florida,47.87,40,-3.83,51.7
FL-127,"Volusia County",Florida,46.51,37,-4.33,50.84
FL-129,"Wakulla County",Florida,51.36,32,-6.82,58.18
FL-131,"Walton County",Florida,60.28,65,0.18,60.1
FL-133,"Washington County",Florida,63.82,92,6.51,57.31
GA-001,"Appling County",Georgia,42.85,39,-5.08,47.93
GA-003,"Atkinson County",Georgia,44.56,40,-4.21,48.77
GA-005,"Bacon County",Georgia,43.82,41,-4.39,48.21
GA-007,"Baker County",Georgia,48.66,53,-3.04,51.7
GA-009,"Baldwin County",Georgia,51.72,97,5.4,46.32
GA-011,"Banks County",Georgia,67.11,120,14.33,52.78
GA-013,"Barrow County",Georgia,65.47,120,14.95,50.52
GA-015,"Bartow County",Georgia,56.99,95,5.84,51.15
GA-017,"Ben Hill County",Georgia,50.01,84,2.45,47.56
GA-019,"Berrien County",Georgia,46.31,52,-2.14,48.45
GA-021,"Bibb County",Georgia,53.13,107,6.79,46.34
GA-023,"Bleckley County",Georgia,52.19,98,5.32,46.87
GA-025,"Brantley County",Georgia,51.66,80,1.78,49.88
GA-027,"Brooks County",Georgia,50.06,58,-1.87,51.93
GA-029,"Bryan County",Georgia,44.16,38,-4.73,48.89
GA-031,"Bulloch County",Georgia,41.21,26,-6.27,47.48
GA-033,"Burke County",Georgia,51.25,104,5.89,45.36
GA-035,"Butts County",Georgia,63.56,122,14.35,49.21
GA-037,"Calhoun County",Georgia,55.19,78,3.31,51.88
GA-039,"Camden County",Georgia,54.65,91,3.77,50.88
GA-043,"Candler County",Georgia,38.55,12,-8.35,46.9
GA-045,"Carroll County",Georgia,67.19,118,13.83,53.36
GA-047,"Catoosa County",Georgia,63.13,110,10.24,52.89
GA-049,"Charlton County",Georgia,48.69,57,-1.54,50.23
GA-051,"Chatham County",Georgia,47.49,58,-1.49,48.98
GA-053,"Chattahoochee County",Georgia,63.52,122,14.92,48.6
GA-055,"Chattooga County",Georgia,61.32,97,6.59,54.73
GA-057,"Cherokee County",Georgia,64.33,115,10.87,53.46
GA-059,"Clarke County",Georgia,66.27,123,16.53,49.74
GA-061,"Clay County",Georgia,61.9,111,9.74,52.16
GA-063,"Clayton County",Georgia,67.7,123,17.76,49.94
GA-065,"Clinch County",Georgia,47.09,51,-2.72,49.81
GA-067,"Cobb County",Georgia,58.61,103,7.54,51.07
GA-069,"Coffee County",Georgia,46.64,62,-1.58,48.22
GA-071,"Colquitt County",Georgia,46.89,46,-3.33,50.22
GA-073,"Columbia County",Georgia,52.85,107,6.95,45.9
GA-075,"Cook County",Georgia,47.26,55,-2.05,49.31
GA-077,"Coweta County",Georgia,66.17,123,15.05,51.12
GA-079,"Crawford County",Georgia,57.25,112,9.23,48.02
GA-081,"Crisp County",Georgia,60.25,118,13.28,46.97
GA-083,"Dade County",Georgia,61.83,103,7.74,54.09
GA-085,"Dawson County",Georgia,73.01,118,13.79,59.22
GA-087,"Decatur County",Georgia,46.17,32,-7.42,53.59
GA-089,"DeKalb County",Georgia,62.52,116,12.15,50.37
GA-091,"Dodge County",Georgia,51.06,93,3.67,47.39
GA-093,"Dooly County",Georgia,60.42,119,13.3,47.12
GA-095,"Dougherty County",Georgia,50.44,72,1.05,49.39
GA-097,"Douglas County",Georgia,62.49,112,10.69,51.81
GA-099,"Early County",Georgia,57.09,88,4.07,53.02
GA-101,"Echols County",Georgia,51.28,67,0.38,50.9
GA-103,"Effingham County",Georgia,46.73,62,-1.45,48.18
GA-105,"Elbert County",Georgia,65.41,126,17.11,48.3
GA-107,"Emanuel County",Georgia,45.08,62,-1.22,46.3
GA-109,"Evans County",Georgia,39.22,14,-8.23,47.45
GA-111,"Fannin County",Georgia,75.02,117,15.08,59.94
GA-113,"Fayette County",Georgia,68.13,126,18.18,49.95
GA-115,"Floyd County",Georgia,58.68,98,6.67,52.01
GA-117,"Forsyth County",Georgia,67.9,121,14.46,53.44
GA-119,"Franklin County",Georgia,61.15,115,10.96,50.19
GA-121,"Fulton County",Georgia,63.17,117,12.36,50.81
GA-123,"Gilmer County",Georgia,74.21,116,12.79,61.42
GA-125,"Glascock County",Georgia,53.24,107,6.52,46.72
GA-127,"Glynn County",Georgia,52.55,81,1.84,50.71
GA-129,"Gordon County",Georgia,60.98,107,8.29,52.69
GA-131,"Grady County",Georgia,47.76,37,-6.06,53.82
GA-133,"Greene County",Georgia,61.35,123,13.55,47.8
GA-135,"Gwinnett County",Georgia,62.66,114,11.53,51.13
GA-137,"Habersham County",Georgia,78.42,119,14.92,63.5
GA-139,"Hall County",Georgia,68.09,120,13.57,54.52
GA-141,"Hancock County",Georgia,53.62,102,6.59,47.03
GA-143,"Haralson County",Georgia,66.2,116,13.1,53.1
GA-145,"Harris County",Georgia,66.2,120,14.93,51.27
GA-147,"Hart County",Georgia,63.12,122,14.09,49.03
GA-149,"Heard County",Georgia,63.56,110,10.74,52.82
GA-151,"Henry County",Georgia,67.06,125,17.22,49.84
GA-153,"Houston County",Georgia,54.1,107,7.08,47.02
GA-155,"Irwin County",Georgia,48.37,75,0.76,47.61
GA-157,"Jackson County",Georgia,65.06,121,14.64,50.42
GA-159,"Jasper County",Georgia,60.3,120,11.45,48.85
GA-161,"Jeff Davis County",Georgia,44.78,53,-2.57,47.35
GA-163,"Jefferson County",Georgia,53.48,109,7.39,46.09
GA-165,"Jenkins County",Georgia,47.17,76,1.01,46.16
GA-167,"Johnson County",Georgia,52.57,103,6.3,46.27
GA-169,"Jones County",Georgia,53.95,105,7.03,46.92
GA-171,"Lamar County",Georgia,65.17,125,15.41,49.76
GA-173,"Lanier County",Georgia,47.16,54,-2.43,49.59
GA-175,"Laurens County",Georgia,49.54,92,2.92,46.62
GA-177,"Lee County",Georgia,55.52,104,6.88,48.64
